,formatted_address,latitude,longitude,accuracy,google_place_id,type,postcode,input_string,number_of_results,status
386,"3621 Broadway, New York, NY 10031, USA",40.8292375,-73.94873790000001,ROOFTOP,ChIJd41dHoj2wokRGxDAf5j8qpA,street_address,10031,"3621 Broadway, Manhattan, NY",1,OK
387,"40-32 Union St, Flushing, NY 11355, USA",40.7595101,-73.8263229,ROOFTOP,ChIJh1ltGxFgwokR0q7YgMBFFCM,premise,11355,"40-32 Union Street, Queens, NY",1,OK
388,"76 Graham Ave, Brooklyn, NY 11206, USA",40.7035937,-73.94238849999999,ROOFTOP,ChIJ7WuH3ftbwokRNo4vehjg-do,premise,11206,"76 Graham Avenue, Brooklyn, NY",1,OK
389,"8 Newkirk Plaza, Brooklyn, NY 11226, USA",40.6352985,-73.9626844,ROOFTOP,ChIJhZ4W4zRbwokRLYoHzy-1bWw,street_address,11226,"8 Newkirk Plaza, Brooklyn, NY",1,OK
390,"1619 3rd Ave, New York, NY 10128, USA",40.781522,-73.95087219999999,ROOFTOP,ChIJa0oFIKVYwokR4opSJR5bXuA,street_address,10128,"1619 3rd Avenue, Manhattan, NY",1,OK
391,"72-63 Kissena Blvd, Queens, NY 11367, USA",40.7275849,-73.81279219999999,ROOFTOP,ChIJy7BVJvRgwokR5qjl59xECpc,street_address,11367,"72-63 Kissena Boulevard, Queens, NY",1,OK
392,"770 Broadway, New York, NY 10003, USA",40.7307278,-73.9914836,ROOFTOP,ChIJrUIlzJtZwokRAfhADWRXtD0,street_address,10003,"770 Broadway, Manhattan, NY",1,OK
393,"1998 Bruckner Blvd, Bronx, NY 10473, USA",40.8251794,-73.8567924,ROOFTOP,ChIJpSYXKtv0wokRt6ydSTiChUs,premise,10473,"1998 Bruckner Boulevard, Bronx, NY",1,OK
394,"101-22 Astoria Blvd, Flushing, NY 11369, USA",40.7613937,-73.8674699,ROOFTOP,ChIJGQIJ5ZRfwokRVL0-yMdE0sM,street_address,11369,"101-22 Astoria Blvd, Queens, NY",1,OK
395,"68-51 Fresh Pond Rd, Ridgewood, NY 11385, USA",40.7039356,-73.8954004,RANGE_INTERPOLATED,Ei02OC01MSBGcmVzaCBQb25kIFJkLCBSaWRnZXdvb2QsIE5ZIDExMzg1LCBVU0EiGhIYChQKEgnRL-MPgl7CiRF3fyDLzALLoBAz,street_address,11385,"68-51 Fresh Pond Road, Queens, NY",1,OK
396,"314 E 204th St, Bronx, NY 10467, USA",40.872529,-73.87854519999999,ROOFTOP,ChIJ2Qj163HzwokRaTvkoA9dlX0,premise,10467,"314 East 204 Street, Bronx, NY",1,OK
397,"901 E Tremont Ave, Bronx, NY 10460, USA",40.8424083,-73.8843103,ROOFTOP,ChIJK2Oon4v0wokR965zCTS-tEc,premise,10460,"901 East Tremont Avenue, Bronx, NY",1,OK
398,"5006 16th Ave, Brooklyn, NY 11204, USA",40.6304313,-73.9864693,ROOFTOP,ChIJgU4qDClFwokRB8zjugEOlTs,premise,11204,"5006 16 Avenue, Brooklyn, NY",1,OK
399,"83-42 Parsons Blvd, Queens, NY 11432, USA",40.71451769999999,-73.8077931,ROOFTOP,ChIJm7aeuehgwokROKool-Wrb6U,street_address,11432,"83-42 Parsons Boulevard, Queens, NY",1,OK
400,"456 Avenue P, Brooklyn, NY 11223, USA",40.6088874,-73.97067489999999,ROOFTOP,ChIJYd32XO9EwokRzUvFTgX9zEU,premise,11223,"456 Avenue P, Brooklyn, NY",1,OK
401,"3555 Victory Blvd, Staten Island, NY 10314, USA",40.601582,-74.17674939999999,ROOFTOP,ChIJeWCMgItMwokRDileNm9vGR8,premise,10314,"3555 Victory Boulevard, Staten Island, NY",1,OK
402,"156 Canal St, New York, NY 10013, USA",40.7161638,-73.99685120000001,ROOFTOP,ChIJEVwNvSdawokRu2QcTu4b62o,premise,10013,"156 Canal Street, Manhattan, NY",1,OK
403,"13 Elizabeth St, New York, NY 10013, USA",40.7160206,-73.9976077,ROOFTOP,ChIJp3kVpydawokR4slTH73-1QY,premise,10013,"13 Elizabeth Street, Manhattan, NY",1,OK
404,"5227 Broadway a, Bronx, NY 10463, USA",40.8752761,-73.9092877,ROOFTOP,EiU1MjI3IEJyb2Fkd2F5IGEsIEJyb254LCBOWSAxMDQ2MywgVVNBIh0aGwoWChQKEgnPZIhVkvPCiRHemlk5G-9tWBIBYQ,subpremise,10463,"5227 Broadway, Suite A, Bronx, NY",1,OK
405,"397 Kings Hwy, Brooklyn, NY 11223, USA",40.6047112,-73.97543519999999,ROOFTOP,ChIJYbEkOftEwokR7QgV_gFF-5I,premise,11223,"397 Kings Highway, Brooklyn, NY",1,OK
406,"2334 Washington Ave, Bronx, NY 10458, USA",40.8560496,-73.8921595,ROOFTOP,ChIJIXfFhn70wokR9mnkvdqRQzY,premise,10458,"2334 Washington Avenue, Bronx, NY",1,OK
407,"96-02 Jamaica Ave, Jamaica, NY 11421, USA",40.6943578,-73.8492816,ROOFTOP,ChIJObuFtf1dwokR9moMvt3ptso,street_address,11421,"96-02 Jamaica Avenue, Queens, NY",1,OK
408,"92 E 167th St, Bronx, NY 10452, USA",40.8349283,-73.9197778,ROOFTOP,ChIJW8QFoDD0wokRbC9LVR6xN8s,street_address,10452,"92 East 167th Street, Bronx, NY",1,OK
409,"1312 Kings Hwy, Brooklyn, NY 11229, USA",40.60804650000001,-73.95953159999999,ROOFTOP,ChIJvYpeq-xEwokRsMkSdLf9ywc,premise,11229,"1312 Kings Highway, Brooklyn, NY",1,OK
410,"5923 Strickland Ave, Brooklyn, NY 11234, USA",40.6084419,-73.9154528,ROOFTOP,ChIJgYYqS0BDwokRswavJ_rXD9I,premise,11234,"5923 Strickland Avenue, Brooklyn, NY",1,OK
411,"133-47 Sanford Ave, Flushing, NY 11355, USA",40.756661,-73.8295117,RANGE_INTERPOLATED,EisxMzMtNDcgU2FuZm9yZCBBdmUsIEZsdXNoaW5nLCBOWSAxMTM1NSwgVVNBIhoSGAoUChIJOezUcBJgwokReCycBOBYVb8QLw,street_address,11355,"133-47 Sanford Avenue, Queens, NY",1,OK
412,"3343 Fulton St, Brooklyn, NY 11208, USA",40.6837498,-73.872378,ROOFTOP,ChIJE1CouMZdwokRLxRaSLRJ9iA,premise,11208,"3343 Fulton Ave, Brooklyn, NY",1,OK
413,"73-01 Metropolitan Ave, Flushing, NY 11379, USA",40.71286389999999,-73.8792339,ROOFTOP,ChIJc3nDCGVewokRvNdNo0R-TB0,premise,11379,"73-01 Metropolitan Avenue, Queens, NY",1,OK
414,"172-17 Jamaica Ave, Jamaica, NY 11432, USA",40.70799510000001,-73.7874293,ROOFTOP,ChIJqbYZmBhhwokRyPB4BDLnOHM,subpremise,11432,"172-17 Jamaica Avenue, Queens, NY",1,OK
415,"21-12 36th Ave, Long Island City, NY 11106, USA",40.7596065,-73.93651489999999,ROOFTOP,ChIJk5QISc1YwokRVmli1DZvddk,street_address,11106,"21-12b 36th Avenue, Queens, NY",1,OK
416,"4407 Broadway, New York, NY 10040, USA",40.8552934,-73.93366,ROOFTOP,ChIJHcZOGB30wokRi9pIzmLxTUc,street_address,10040,"4407 Broadway, Manhattan, NY",1,OK
417,"5829 Avenue T, Brooklyn, NY 11234, USA",40.6157561,-73.9180195,ROOFTOP,ChIJs8EEdEZDwokRbvPLLjw9Oys,street_address,11234,"5829 Avenue T, Brooklyn, NY",1,OK
418,"144-73 Northern Blvd, Flushing, NY 11354, USA",40.7651996,-73.8209789,ROOFTOP,ChIJhzzT4BhgwokRnsoDWgLiuxI,subpremise,11354,"144-73 Northern Boulevard, Queens, NY",1,OK
419,"1160 E Tremont Ave, Bronx, NY 10460, USA",40.839624,-73.875326,ROOFTOP,ChIJ47oYwpL0wokR_jfYA1tw7mI,street_address,10460,"1160 East Tremont Avenue, Bronx, NY",1,OK
420,"1210 Webster Ave, Bronx, NY 10456, USA",40.8318119,-73.9093901,ROOFTOP,ChIJcxvpV0j0wokR__HOefeRPCY,premise,10456,"1210 Webster Avenue, Bronx, NY",1,OK
421,"810 55th St, Brooklyn, NY 11220, USA",40.6379272,-74.0064057,ROOFTOP,ChIJmYzGYjVFwokR0FsH9ysw8MA,premise,11220,"810 55th Street, Brooklyn, NY",1,OK
422,"1454 Myrtle Ave, Brooklyn, NY 11237, USA",40.69883069999999,-73.91666769999999,ROOFTOP,ChIJb-ZYChlcwokRqcJii88HLxA,premise,11237,"1454 Myrtle Avenue, Brooklyn, NY",1,OK
423,"55-18 Myrtle Ave, Flushing, NY 11385, USA",40.6997381,-73.90780029999999,ROOFTOP,ChIJ0fBz4SNcwokRxcZ_j8BVly4,street_address,11385,"55-18 Myrtle Avenue, Queens, NY",1,OK
424,"76-17 Myrtle Ave, Queens, NY 11385, USA",40.7028571,-73.8718476,ROOFTOP,ChIJSaclm3ZewokRMJ32pyBY8sg,street_address,11385,"76-17 Myrtle Avenue, Queens, NY",1,OK
425,"376 Van Brunt St, Brooklyn, NY 11231, USA",40.6772071,-74.0134159,ROOFTOP,ChIJ88BOcIlawokRnsgD1k_mhRg,premise,11231,"376 Van Brunt Street, Brooklyn, NY",1,OK
426,"1901 Bath Ave, Brooklyn, NY 11214, USA",40.6027152,-74.003548,ROOFTOP,ChIJzb0hqAtFwokR3YYUrYojITY,premise,11214,"1901 Bath Avenue, Brooklyn, NY",1,OK
427,"454 5th Ave, Brooklyn, NY 11215, USA",40.6689474,-73.9867907,ROOFTOP,ChIJ59Gp9_xawokRTWLxWZbocGk,premise,11215,"454 5th Avenue, Brooklyn, NY",1,OK
428,"97-10 Queens Blvd, Queens, NY 11374, USA",40.7289301,-73.8598845,ROOFTOP,ChIJnYVENjdewokRDesOYQNuxjM,street_address,11374,"97-10 Queens Boulevard, Queens, NY",1,OK
429,"698 Amsterdam Ave, New York, NY 10025, USA",40.7927841,-73.971685,ROOFTOP,ChIJP-k4qYJYwokR70bj4PuvaCU,premise,10025,"698 Amsterdam Avenue, Manhattan, NY",1,OK
430,"9216 4th Ave, Brooklyn, NY 11209, USA",40.6180613,-74.03057450000001,ROOFTOP,ChIJRxrT-4lPwokRoEnjANXUG0o,premise,11209,"9216 4th Avenue, Brooklyn, NY",1,OK
431,"28-04 31st St, Long Island City, NY 11102, USA",40.7684411,-73.92026,ROOFTOP,ChIJSQxm4kZfwokRG_FbxZDgLQs,street_address,11102,"28-04 31st Street, Queens, NY",1,OK
432,"192-6 Northern Blvd, Flushing, NY 11358, USA",40.75760150000001,-73.78909569999999,RANGE_INTERPOLATED,EiwxOTItNiBOb3J0aGVybiBCbHZkLCBGbHVzaGluZywgTlkgMTEzNTgsIFVTQSIaEhgKFAoSCYcyUBzSYcKJEUXWHL44ZmEWEAY,street_address,11358,"192-06 Northern Boulevard, Queens, NY",1,OK
433,"3138 Fulton St, Brooklyn, NY 11208, USA",40.6814308,-73.8792259,ROOFTOP,ChIJTZupJchdwokRFbx46O7Pi54,premise,11208,"3138 Fulton Street, Brooklyn, NY",1,OK
434,"1789 1st Ave., New York, NY 10128, USA",40.781242,-73.9466048,ROOFTOP,ChIJr_DWlq9YwokR7fzi9mkdfC0,street_address,10128,"1789 1st Avenue, Manhattan, NY",1,OK
435,"205 Prospect Park West, Brooklyn, NY 11215, USA",40.6605415,-73.9798818,ROOFTOP,ChIJTVgdgR5bwokRwJKRqkx9LcI,premise,11215,"205 Prospect Park West, Brooklyn, NY",1,OK
436,"2806 Ocean Ave, Brooklyn, NY 11229, USA",40.5929392,-73.95047070000001,ROOFTOP,ChIJTSBUMohEwokR2Caq43Dz88U,premise,11229,"2806 Ocean Avenue, Brooklyn, NY",1,OK
437,"17-27 Seagirt Blvd, Far Rockaway, NY 11691, USA",40.5950334,-73.752956,RANGE_INTERPOLATED,Ei8xNy0yNyBTZWFnaXJ0IEJsdmQsIEZhciBSb2NrYXdheSwgTlkgMTE2OTEsIFVTQSIaEhgKFAoSCeH4pMCtaMKJEcsRvvvuR3ayEBs,street_address,11691,"17-27 Seagirt Boulevard, Queens, NY",1,OK
438,"1690 86th St, Brooklyn, NY 11214, USA",40.6086263,-74.00532679999999,ROOFTOP,ChIJ17FePw1FwokRhsxm2VgSJ1I,premise,11214,"1690 86th Street, Brooklyn, NY",1,OK
439,"1500 Metropolitan Ave, Bronx, NY 10462, USA",40.8389841,-73.8587946,ROOFTOP,ChIJeceIJbn0wokRoiI0M3n7PZo,subpremise,10462,"1500 Metropolitan Avenue, Bronx, NY",1,OK
440,"1773 University Ave, Bronx, NY 10453, USA",40.85058,-73.915962,ROOFTOP,ChIJtZv_ohP0wokRAv4rjjGGahw,street_address,10453,"1773 University Avenue, Bronx, NY",1,OK
441,"2366 University Ave, Bronx, NY 10468, USA",40.8624782,-73.9046821,ROOFTOP,ChIJyekC2YnzwokRug5k31cjEhA,premise,10468,"2366 University Avenue, Bronx, NY",1,OK
442,"104 West End Ave, Brooklyn, NY 11235, USA",40.57943040000001,-73.95318,ROOFTOP,ChIJK8Fgzm5EwokRUSl4ck6UqKQ,premise,11235,"104 West End Avenue, Brooklyn, NY",1,OK
443,"1209 Bay St, Staten Island, NY 10305, USA",40.6138346,-74.0657859,ROOFTOP,ChIJV_t2Ua9PwokRGmFgcRcyv4g,street_address,10305,"1209 Bay Street, Staten Island, NY",1,OK
444,"73-33 Grand Ave, Flushing, NY 11378, USA",40.730211,-73.88884100000001,ROOFTOP,ChIJp2xsdlhewokRA-luLatK3nY,street_address,11378,"73-33 Grand Avenue, Queens, NY",1,OK
445,"142-8 Rockaway Blvd, Queens, NY 11436, USA",40.6737851,-73.7980934,ROOFTOP,ChIJw2aAziJnwokRhVrhGuGVvnE,street_address,11436,"142-08 Rockaway Blvd, Queens, NY",1,OK
446,"3921 9th Ave, Brooklyn, NY 11232, USA",40.6454048,-73.9954353,ROOFTOP,ChIJIV8ILc5awokRvCekF2j3erg,street_address,11232,"3921 9th Avenue, Brooklyn, NY",1,OK
447,"83-87 Woodhaven Blvd, Jamaica, NY 11421, USA",40.6982222,-73.8523244,ROOFTOP,ChIJ0QQ5wAdewokRwbA4KFpUyP0,premise,11421,"83-87 Woodhaven Boulevard, Queens, NY",1,OK
448,"209-31 Northern Blvd, Queens, NY 11361, USA",40.7593706,-73.7736245,ROOFTOP,ChIJZTbH0N1hwokR57vliPsaKlY,subpremise,11361,"209-31 Northern Blvd., Queens, NY",1,OK
449,"12084 Queens Blvd, Kew Gardens, NY 11415, USA",40.712748,-73.8280989,ROOFTOP,ChIJRTD8ZL1gwokRYq_xc8lIXQE,street_address,11415,"12084 Queens Boulevard, Queens, NY",1,OK
450,"94 Greene Ave, Brooklyn, NY 11238, USA",40.6862612,-73.96828719999999,ROOFTOP,ChIJFxluALtbwokRgRf5fjJLK5k,premise,11238,"94 Greene Avenue, Brooklyn, NY",1,OK
451,"116-08 Queens Blvd, Queens, NY 11375, USA",40.7156274,-73.8336985,ROOFTOP,ChIJpb2R8ZhgwokRKquvQHzumBc,subpremise,11375,"116-08 Queens Boulevard, Queens, NY",1,OK
452,"34-54 Junction Blvd, Jackson Heights, NY 11372, USA",40.7535035,-73.8722172,ROOFTOP,ChIJ-ULW77tfwokRLPZzahnPryw,subpremise,11372,"34-54 Junction Boulevard, Queens, NY",1,OK
453,"214-44 Hillside Avenue, Jamaica, NY 11427, USA",40.726543,-73.749929,ROOFTOP,ChIJM4udzYBhwokRWicXQznn7Qk,street_address,11427,"214-44 Hillside Avenue, Queens, NY",1,OK
454,"820 Wyckoff Ave, Brooklyn, NY 11237, USA",40.6977831,-73.9082418,ROOFTOP,ChIJL6Z0oSNcwokRAFsTKwAUNXs,premise,11237,"820 Wyckoff Avenue, Brooklyn, NY",1,OK
455,"8820b Van Wyck Expy, Richmond Hill, NY 11418, USA",40.7016424,-73.8165681,ROOFTOP,ChIJH_uD3cdgwokR3sc8hx2D1OU,street_address,11418,"88-20B Van Wyck Expressway, Queens, NY",1,OK
456,"395 Forest Ave, Staten Island, NY 10301, USA",40.631088,-74.1025463,ROOFTOP,ChIJCVa292pOwokR-cDRhSOd3X4,premise,10301,"395 Forest Avenue, Staten Island, NY",1,OK
457,"94-01 37th Ave, Jackson Heights, NY 11372, USA",40.751179,-73.8729,ROOFTOP,ChIJjU9ERrpfwokRuqItckw3_VA,street_address,11372,"94-01 37 Avenue, Queens, NY",1,OK
458,"711 Bedford Ave, Brooklyn, NY 11206, USA",40.6995454,-73.9569684,ROOFTOP,ChIJkRSjVOhbwokRoJ2ZKNIUYIA,premise,11206,"711 Bedford Avenue, Brooklyn, NY",1,OK
459,"125-04 Jamaica Ave, Queens, NY 11418, USA",40.7007899,-73.8253865,ROOFTOP,ChIJJb8B3LBgwokRZfM0PEvB-70,premise,11418,"125-04 Jamaica Avenue, -, Queens, NY",1,OK
460,"1043 Liberty Ave, Brooklyn, NY 11208, USA",40.6783673,-73.8705978,ROOFTOP,ChIJqfN8N79dwokRKuy6hsMTnBc,premise,11208,"1043 Liberty Avenue, Brooklyn, NY",1,OK
461,"101 Clinton St, Brooklyn, NY 11201, USA",40.6929694,-73.99278389999999,ROOFTOP,ChIJKalTxEhawokROPCiczW3O8s,premise,11201,"101 Clinton Street, Brooklyn, NY",1,OK
462,"102-30 Atlantic Ave, Richmond Hill, NY 11418, USA",40.6896741,-73.8416633,ROOFTOP,ChIJ95FZHFZnwokRHeYOX9uliqU,subpremise,11418,"102-30 Atlantic Avenue, Queens, NY",1,OK
463,"1033 St Nicholas Ave, New York, NY 10032, USA",40.83601950000001,-73.9401826,ROOFTOP,ChIJg9XbdIP2wokRv1Qz0IrSERQ,street_address,10032,"1033 St. Nicholas Avenue, Manhattan, NY",1,OK
464,"109-07 101st Ave, Queens, NY 11419, USA",40.6879251,-73.834097,ROOFTOP,ChIJIQnsE1FnwokRG2dSdAlnNEM,premise,11419,"109-07 101st Avenue, Queens, NY",1,OK
465,"1091 Ogden Ave, Bronx, NY 10452, USA",40.8354994,-73.9282207,ROOFTOP,ChIJgXVSby_0wokRQdCaTlDapVE,premise,10452,"1091 Ogden Avenue, Bronx, NY",1,OK
466,"115-10 Merrick Blvd, Jamaica, NY 11434, USA",40.6894766,-73.7779845,ROOFTOP,ChIJgZUxkDNhwokRSGtf7BqQ5yE,premise,11434,"115-10 Merrick Boulevard, Queens, NY",1,OK
467,"1154 Clarkson Ave, Brooklyn, NY 11212, USA",40.6607292,-73.92033219999999,ROOFTOP,ChIJPQkJ6Y5cwokRD2XStI7t4nE,premise,11212,"1154 Clarkson Avenue, Brooklyn, NY",1,OK
468,"1179 E 233rd St, Bronx, NY 10466, USA",40.889042,-73.8429172,ROOFTOP,ChIJKaN2QSvzwokRvSu0GIIuqqw,premise,10466,"1179 East 233rd Street, Bronx, NY",1,OK
469,"122-02 Liberty Ave, South Richmond Hill, NY 11419, USA",40.68718579999999,-73.8211834,ROOFTOP,ChIJ3b81gklnwokRceJ-_FFgSkA,premise,11419,"122-02 Liberty Avenue, Queens, NY",1,OK
470,"144-29 Northern Blvd, Flushing, NY 11354, USA",40.7650336,-73.8224725,ROOFTOP,ChIJIf00EhlgwokRnRTc0zN3eyA,premise,11354,"144-29 Northern Boulevard, Queens, NY",1,OK
471,"1510 St Nicholas Ave, New York, NY 10033, USA",40.8521262,-73.9313437,ROOFTOP,ChIJP30LFxz0wokRLBZr24aCz78,premise,10033,"1510 St. Nicholas Avenue, Manhattan, NY",1,OK
472,"at Rite Aid, 1516 Westchester Ave # 1518, Bronx, NY 10472, USA",40.82839999999999,-73.8793,ROOFTOP,ChIJtbJKkPr0wokRZ3RsdeHdtVE,subpremise,10472,"1516-1518 Westchester Avenue, Bronx, NY",1,OK
473,"1535 2nd Ave, New York, NY 10075, USA",40.7739438,-73.9549435,ROOFTOP,ChIJU88i3b5YwokRnAXzrjv2FcI,street_address,10075,"1535 2nd Avenue, Manhattan, NY",1,OK
474,"1540 Grand Concourse, Bronx, NY 10457, USA",40.8419074,-73.9118244,ROOFTOP,ChIJ41grd0D0wokRMlaTloRjMz0,premise,10457,"1540 Grand Concourse, Bronx, NY",1,OK
475,"158-02 Union Tpke, Flushing, NY 11366, USA",40.7198408,-73.8082276,ROOFTOP,ChIJP9ez3e9gwokRzPHkQbnSHOI,premise,11366,"158-02 Union Turnpike, Queens, NY",1,OK
476,"at Rite Aid, 1631 Pitkin Ave # 43, Brooklyn, NY 11212, USA",40.6694623,-73.9131001,ROOFTOP,ChIJw34gmmBcwokRGBA5sSxiW8U,subpremise,11212,"1631-43 Pitkin Avenue, Brooklyn, NY",1,OK
477,"165-02 Baisley Blvd, Jamaica, NY 11434, USA",40.6781695,-73.7774766,ROOFTOP,ChIJoyvFLM9mwokRP83jqvrrN2E,street_address,11434,"165-02 Baisley Boulevard, Queens, NY",1,OK
478,"1679 Bedford Ave, Brooklyn, NY 11225, USA",40.6652856,-73.9567847,ROOFTOP,ChIJiVb2BnNbwokRcCLJjT15ZEo,premise,11225,"1679 Bedford Avenue, Brooklyn, NY",1,OK
479,"1791 Utica Ave, Brooklyn, NY 11234, USA",40.6289334,-73.9276237,ROOFTOP,ChIJTdhA0axcwokRJG9eaJCAfqI,premise,11234,"1791 Utica Avenue, Brooklyn, NY",1,OK
480,"182 Smith St, Brooklyn, NY 11201, USA",40.68540280000001,-73.9916167,ROOFTOP,ChIJ8S8etFFawokRF5JxGaoLX48,street_address,11201,"182 Smith Street, Brooklyn, NY",1,OK
481,"1849 2nd Ave, New York, NY 10128, USA",40.7840976,-73.9474858,ROOFTOP,ChIJM-kiV69YwokR9O5dv9yIZgc,premise,10128,"1849 2nd Avenue, Manhattan, NY",1,OK
482,"185 Kings Hwy, Brooklyn, NY 11223, USA",40.6058992,-73.9843803,ROOFTOP,ChIJXzxovwJFwokRahAddsuSdVI,premise,11223,"185 Kings Highway, Brooklyn, NY",1,OK
483,"188 9th Ave, New York, NY 10011, USA",40.7455051,-74.00160029999999,ROOFTOP,ChIJmUfGf7lZwokRjo4UDfYSw3Q,premise,10011,"188 9th Avenue, Manhattan, NY",1,OK
484,"195 8th Ave, New York, NY 10011, USA",40.7433632,-74.0001949,ROOFTOP,ChIJiy635LtZwokRo3ZWGWtgihY,street_address,10011,"195 8th Avenue, Manhattan, NY",1,OK
485,"1950 Fulton St, Brooklyn, NY 11233, USA",40.6784343,-73.92120729999999,ROOFTOP,ChIJl2WxCm9cwokRe5aP0BPnWDY,premise,11233,"1950 Fulton Street, Brooklyn, NY",1,OK
486,"1951 1st Ave., New York, NY 10029, USA",40.7862081,-73.94429420000002,ROOFTOP,ChIJ5eZiEqlYwokRzu4miT1twkY,premise,10029,"1951 1st Avenue, Manhattan, NY",1,OK
487,"2002 Avenue U, Brooklyn, NY 11229, USA",40.5991861,-73.9509988,ROOFTOP,ChIJ5aKI_I5EwokREIV60AzDpSI,premise,11229,"2002 Avenue U, Brooklyn, NY",1,OK
488,"2063 Bartow Ave, Bronx, NY 10475, USA",40.8702188,-73.82840279999999,ROOFTOP,ChIJK9alXbiMwokReJvRRmPlMDs,street_address,10475,"2063 Bartow Avenue, Bronx, NY",1,OK
489,"Rite Aid, 2064 Mill Ave, Brooklyn, NY 11234, USA",40.61540189999999,-73.9143505,ROOFTOP,ChIJQ8TJuEdDwokRs_xRITmh0Tg,premise,11234,"2064 Mill Avenue, Brooklyn, NY",1,OK
490,"210 Amsterdam Ave, New York, NY 10023, USA",40.7771826,-73.9829505,ROOFTOP,ChIJKXUVgIpYwokRcPXEMYul_oM,street_address,10023,"210 Amsterdam Avenue, Manhattan, NY",1,OK
491,"21-25 Broadway, Long Island City, NY 11106, USA",40.7647906,-73.9305518,ROOFTOP,ChIJl9uPLDRfwokRFwvmZOGyhFM,subpremise,11106,"21-25 Broadway, Queens, NY",1,OK
492,"2155 3rd Ave, New York, NY 10035, USA",40.7990132,-73.9389096,ROOFTOP,ChIJT815Ygj2wokRQEe2E-c0f5Q,street_address,10035,"2155 3rd Avenue, Manhattan, NY",1,OK
493,"2170 Frederick Douglass Blvd, New York, NY 10026, USA",40.8051444,-73.95461060000001,ROOFTOP,ChIJM2fbqBb2wokRaz2W5ENj85k,street_address,10026,"2170 Frederick Douglass Boulevard, Manhattan, NY",1,OK
494,"218-35 Hempstead Ave, Queens Village, NY 11429, USA",40.7139887,-73.7369829,ROOFTOP,ChIJGf9a6dFjwokR4kjLxAG7h_Y,premise,11429,"218-35 Hempstead Avenue, Queens, NY",1,OK
495,"21b Knolls Crescent, Bronx, NY 10463, USA",40.878353,-73.9175656,ROOFTOP,ChIJX4sAEOzzwokRnYW7SD5ymtY,premise,10463,"21b Knolls Crescent, Bronx, NY",1,OK
496,"222-14 Linden Blvd, Cambria Heights, NY 11411, USA",40.6942584,-73.7382701,ROOFTOP,ChIJE_J9yOVjwokRAWDd4RqOzNc,premise,11411,"222-14 Linden Boulevard, Queens, NY",1,OK
497,"225 Liberty St, New York, NY 10281, USA",40.7120627,-74.0151624,ROOFTOP,ChIJ_yksWBpawokRnBA5ggBavyo,street_address,10281,"225 Liberty Street, Manhattan, NY",1,OK
498,"2271 Richmond Ave, Staten Island, NY 10314, USA",40.591622,-74.1632663,ROOFTOP,ChIJCaMiOXtMwokRmB7vw9CL6uw,premise,10314,"2271 Richmond Avenue, Staten Island, NY",1,OK
499,"at Rite Aid, 2426 Eastchester Rd # 34, Bronx, NY 10469, USA",40.8615941,-73.8429056,ROOFTOP,ChIJyyzGxFLzwokRKF-lvVwcj1E,subpremise,10469,"2426-34 Eastchester Road, Bronx, NY",1,OK
500,"245-14 Francis Lewis Blvd, Rosedale, NY 11422, USA",40.6643578,-73.7349602,ROOFTOP,ChIJsXgPRBdkwokRXp_k_XeA90E,premise,11422,"245-14 Francis Lewis Boulevard, Queens, NY",1,OK
501,"249 7th Ave, Brooklyn, NY 11215, USA",40.6690247,-73.9794163,ROOFTOP,ChIJ5fBOtwNbwokRywQ1rLL6Vlk,street_address,11215,"249 7th Avenue, Brooklyn, NY",1,OK
502,"2577 Nostrand Ave., Brooklyn, NY 11210, USA",40.62134590000001,-73.9455346,ROOFTOP,ChIJQ59_iK9EwokRTF5JohbENy0,premise,11210,"2577 Nostrand Avenue, Brooklyn, NY",1,OK
503,"26 GRAND CENTRAL TERMINAL, New York, NY 10017, USA",40.75268320000001,-73.97783249999999,GEOMETRIC_CENTER,ChIJJarRkAFZwokRmHeyLZcAI2U,"establishment,health,pharmacy,point_of_interest,store",10017,"26 Grand Central Terminal, Manhattan, NY",1,OK
504,"2748 E Tremont Ave, Bronx, NY 10461, USA",40.8417956,-73.8445109,ROOFTOP,ChIJ7ZLj-7L0wokRrQbLrVWJfhw,premise,10461,"2748 East Tremont Avenue, Bronx, NY",1,OK
505,"2819 Church Ave, Brooklyn, NY 11226, USA",40.6510365,-73.95063139999999,ROOFTOP,ChIJ0_5YfUJbwokRgWAJClxRCCs,premise,11226,"2819 Church Avenue, Brooklyn, NY",1,OK
506,"282 8th Ave, New York, NY 10001, USA",40.7459966,-73.9975597,ROOFTOP,ChIJU4s89bpZwokRQQztlCHTD6M,premise,10001,"282 8th Avenue, Manhattan, NY",1,OK
507,"2981 Ocean Ave, Brooklyn, NY 11235, USA",40.5883283,-73.9489323,ROOFTOP,ChIJJVhCP2NEwokRLz9McpDocG4,premise,11235,"2981 Ocean Avenue, Brooklyn, NY",1,OK
508,"3001 Mermaid Ave, Brooklyn, NY 11224, USA",40.57568149999999,-73.9970059,ROOFTOP,ChIJtUtRW8ZFwokRux_OBABNEaA,street_address,11224,"3001 Mermaid Avenue, Brooklyn, NY",1,OK
509,"301 W 50th St, New York, NY 10019, USA",40.7626999,-73.986301,ROOFTOP,ChIJvQ-j_FZYwokRxwaHhTCvE6s,street_address,10019,"301 West 50th Street, Manhattan, NY",1,OK
